iter	MultiClass
868	0.1951936098
869	0.1951619255
870	0.1951148202
871	0.1950729924
872	0.1950509802
873	0.1949958519
874	0.1949742984
875	0.1949376944
876	0.1949025894
877	0.1948627793
878	0.1948174507
879	0.1947784622
880	0.194745779
881	0.1947078291
882	0.1946731665
883	0.1946405036
884	0.1946029173
885	0.1945860454
886	0.1945577246
887	0.1945270663
888	0.1944847879
889	0.1944465493
890	0.1944085617
891	0.1943661465
892	0.1943329029
893	0.1943095303
894	0.1942846038
895	0.1942472396
896	0.1942280169
897	0.1941945399
898	0.1941646852
899	0.194116941
900	0.1940912481
901	0.1940680393
902	0.1940401278
903	0.1940064273
904	0.1939841979
905	0.1939474532
906	0.193929272
907	0.1939092208
908	0.1938798717
909	0.1938563378
910	0.1938039075
911	0.1937715778
912	0.1937502889
913	0.1937178116
914	0.1936854917
915	0.1936413615
916	0.1936092713
917	0.1935795841
918	0.1935446278
919	0.1935085815
920	0.1934721568
921	0.1934436246
922	0.1934047906
923	0.1933734534
924	0.1933578459
925	0.1933125547
926	0.1932926713
927	0.1932487691
928	0.1932104715
929	0.1931620883
930	0.1931217729
931	0.1930765443
932	0.1930469629
933	0.1930135909
934	0.1929941454
935	0.1929535672
936	0.1929181457
937	0.1928814665
938	0.192848716
939	0.1928152881
940	0.1927540796
941	0.1927198153
942	0.1926835718
943	0.1926357828
944	0.192597167
945	0.1925681008
946	0.1925292702
947	0.1924942225
948	0.1924508438
949	0.1924109837
950	0.192377186
951	0.1923481213
952	0.1923292905
953	0.1922642946
954	0.1922442646
955	0.1922210615
956	0.1921747842
957	0.19213537
958	0.1920955691
959	0.1920644426
960	0.1920436165
961	0.192010394
962	0.1919830929
963	0.1919465902
964	0.1919236856
965	0.191906813
966	0.191869988
967	0.1918386555
968	0.1918214951
969	0.191775388
970	0.1917496084
971	0.1917202807
972	0.1916933767
973	0.191657384
974	0.1916230044
975	0.1915964266
976	0.1915664412
977	0.1915370667
978	0.1915155095
979	0.1914861409
980	0.1914471889
981	0.1914306271
982	0.1913899244
983	0.1913620453
984	0.1913328736
985	0.1913126223
986	0.1912791947
987	0.1912281022
988	0.1911970938
989	0.1911606568
990	0.1911232738
991	0.1910900674
992	0.1910696633
993	0.1910130658
994	0.1909869154
995	0.1909545338
996	0.1909232217
997	0.190892678
998	0.1908581619
999	0.1908230252
1000	0.1907701787
1001	0.1907449451
1002	0.1906964111
1003	0.1906620729
1004	0.1906271007
1005	0.1905881066
1006	0.1905737468
1007	0.1905432164
1008	0.1905144431
1009	0.1904776947
1010	0.1904343862
1011	0.1904087795
1012	0.1903829043
1013	0.1903553088
1014	0.1903350269
1015	0.1903006734
1016	0.1902671986
1017	0.1902397433
1018	0.1902122536
1019	0.1901970345
1020	0.190175199
1021	0.1901402838
1022	0.1901135455
1023	0.1900723309
1024	0.1900380516
1025	0.1900162793
1026	0.1899905362
1027	0.1899607486
1028	0.1899287182
1029	0.1899082047
1030	0.1898840607
1031	0.1898669354
1032	0.189834728
1033	0.1897900134
1034	0.1897618209
1035	0.1897333523
1036	0.1897103364
1037	0.1896738365
1038	0.1896452112
1039	0.1896197935
1040	0.1895867036
1041	0.1895524302
1042	0.1895070657
1043	0.1894687733
1044	0.1894457305
1045	0.1894085387
1046	0.1893860078
1047	0.1893359942
1048	0.1893124578
1049	0.1892779301
1050	0.1892494558
1051	0.1892242396
1052	0.1891964078
1053	0.1891755497
1054	0.1891541053
1055	0.1891276254
1056	0.1890642312
1057	0.1890459264
1058	0.1890234318
1059	0.1889794358
1060	0.188926728
1061	0.1889038155
1062	0.1888764986
1063	0.1888536227
1064	0.1888243383
1065	0.1887902381
1066	0.1887603184
1067	0.1887341285
1068	0.1887009857
1069	0.18866591
1070	0.188619408
1071	0.188583063
1072	0.188566644
1073	0.1884927224
1074	0.1884663038
1075	0.1884255514
1076	0.1883997518
1077	0.1883679262
1078	0.18834005
1079	0.1883031182
1080	0.1882746215
1081	0.188211649
1082	0.1881614615
1083	0.188125085
1084	0.1880985023
1085	0.1880823142
1086	0.1880391067
1087	0.1880117077
1088	0.1879835985
1089	0.1879381664
1090	0.1879059554
1091	0.1878776491
1092	0.1878334889
1093	0.187797467
1094	0.1877615542
1095	0.1877465441
1096	0.1877296186
1097	0.1877049013
1098	0.1876855043
1099	0.1876517487
1100	0.1876305781
1101	0.1875744446
1102	0.1875520823
1103	0.1875084021
1104	0.1874855023
1105	0.1874532949
1106	0.1874195085
1107	0.1874039685
1108	0.1873714662
1109	0.1873532071
1110	0.1873317888
1111	0.187298153
1112	0.1872682192
1113	0.1872163452
1114	0.1871475614
1115	0.1871176606
1116	0.1870826092
1117	0.1870504726
1118	0.1870292498
1119	0.1869946855
1120	0.1869428563
1121	0.1869095818
1122	0.1868616902
1123	0.1868353236
1124	0.1867971858
1125	0.1867620019
1126	0.1867277453
1127	0.1867085402
1128	0.1866767981
1129	0.1866612405
1130	0.1866300617
1131	0.186609091
1132	0.1865897609
1133	0.1865699758
1134	0.1865250399
1135	0.1864823609
1136	0.1864483188
1137	0.1864178933
1138	0.1863977753
1139	0.1863747925
1140	0.1863405331
1141	0.1862963717
1142	0.1862761656
1143	0.1862600404
1144	0.1862399638
1145	0.1862126187
1146	0.1861963259
1147	0.1861598571
1148	0.1861346373
1149	0.1860812221
1150	0.1860432064
1151	0.1860071616
1152	0.1859834099
1153	0.1859487399
1154	0.1859225697
1155	0.1858919231
1156	0.1858610738
1157	0.185820632
1158	0.1857821546
1159	0.185734719
1160	0.1857071836
1161	0.1856807658
1162	0.1856557345
1163	0.1856314373
1164	0.1855973459
1165	0.1855536489
1166	0.1854989184
1167	0.1854640015
1168	0.1854242344
1169	0.1853983023
1170	0.1853643052
1171	0.18529062
1172	0.1852528843
1173	0.1852270861
1174	0.1851852783
1175	0.1851473689
1176	0.1850916385
1177	0.1850685663
1178	0.1850563624
1179	0.1850351482
1180	0.1850006678
1181	0.1849724315
1182	0.1849306915
1183	0.1848822668
1184	0.1848534983
1185	0.1848234277
1186	0.1847858632
1187	0.1847589802
1188	0.1847425307
1189	0.1847079196
1190	0.1846813585
1191	0.1846307942
1192	0.1846081821
1193	0.1845824064
1194	0.1845645415
1195	0.1845406562
1196	0.1845102848
1197	0.1844843878
1198	0.1844570566
1199	0.1844342582
1200	0.1844194422
1201	0.1843963234
1202	0.1843795777
1203	0.184340221
1204	0.184295469
1205	0.1842756871
1206	0.1842522565
1207	0.184208746
1208	0.1841675838
1209	0.1841413619
1210	0.1841177903
1211	0.1840733735
1212	0.1840312923
1213	0.1840015496
1214	0.1839627619
1215	0.1839234292
1216	0.1839033616
1217	0.1838735849
1218	0.18385229
1219	0.1838066181
1220	0.183785603
1221	0.1837529695
1222	0.1837338391
1223	0.1837051381
1224	0.1836793263
1225	0.1836608961
1226	0.1836368617
1227	0.1835776062
1228	0.18354413
1229	0.1835318425
1230	0.1834828412
1231	0.1834442637
1232	0.1834021232
1233	0.1833689173
1234	0.1833318899
1235	0.1833034731
1236	0.1832689663
1237	0.1832386941
1238	0.1831996679
1239	0.1831745825
1240	0.1831386784
1241	0.1831133934
1242	0.1830823907
1243	0.1830504847
1244	0.183019736
1245	0.1829880771
1246	0.1829578043
1247	0.1829259367
1248	0.1828887351
1249	0.1828744685
1250	0.1828479443
1251	0.1828278382
1252	0.18279416
1253	0.1827805958
1254	0.1827553498
1255	0.1827326131
1256	0.1827128948
1257	0.1826699318
1258	0.1826385544
1259	0.1826163235
1260	0.1825920244
1261	0.1825680601
1262	0.1825421046
1263	0.1825158307
1264	0.1824934182
1265	0.1824630695
1266	0.1824264658
1267	0.1823913425
1268	0.1823708864
1269	0.1823505996
1270	0.1823301862
1271	0.1823015151
1272	0.1822696637
1273	0.1822514889
1274	0.1822105572
1275	0.182180512
1276	0.1821276625
1277	0.1820932031
1278	0.182064042
1279	0.1820110009
1280	0.181975687
1281	0.1819522271
1282	0.1819332644
1283	0.1818936243
1284	0.1818570321
1285	0.181832815
1286	0.1817919592
1287	0.1817802831
1288	0.1817433826
1289	0.1817026083
1290	0.1816739664
1291	0.1816553602
1292	0.1816406406
1293	0.1815971307
1294	0.181571576
1295	0.181549235
1296	0.1815115209
1297	0.1814887113
1298	0.1814524359
1299	0.1814292648
1300	0.1814107321
1301	0.1813825594
1302	0.1813584613
1303	0.1813252758
1304	0.1813000019
1305	0.1812708343
1306	0.1812530796
1307	0.1812048545
1308	0.1811789304
1309	0.1811113717
1310	0.181087139
1311	0.1810605344
1312	0.181044042
1313	0.1810244986
1314	0.1810099922
1315	0.1809719538
1316	0.1809507543
1317	0.1809211824
1318	0.180904016
1319	0.1808758695
1320	0.1808398097
1321	0.1808053487
1322	0.1807720382
1323	0.1807463646
1324	0.1807323597
1325	0.1806914385
1326	0.1806546069
1327	0.1806291276
1328	0.1806040984
1329	0.1805715813
1330	0.180543089
1331	0.1805146546
1332	0.1804992348
1333	0.1804759228
1334	0.1804587733
1335	0.1804396201
1336	0.1804134978
1337	0.1803891272
1338	0.180378099
1339	0.1803566715
1340	0.1803238628
1341	0.1802956406
1342	0.1802682016
1343	0.1802383614
1344	0.1802012884
1345	0.1801727339
1346	0.1801220196
1347	0.1800911268
1348	0.1800449237
1349	0.1800265806
1350	0.1799904283
1351	0.1799485953
1352	0.1799243919
1353	0.1798960962
1354	0.1798781366
1355	0.1798484729
1356	0.1798074228
1357	0.1797788893
1358	0.179761583
1359	0.1797437312
1360	0.1797284371
1361	0.1797070632
1362	0.1796843504
1363	0.1796596384
1364	0.17963086
1365	0.1795884991
1366	0.1795720501
1367	0.1795397751
1368	0.1795229083
1369	0.1794867012
1370	0.1794588277
1371	0.179414178
1372	0.1793841834
1373	0.1793384783
1374	0.1792814597
1375	0.1792595804
1376	0.1792260042
1377	0.1792133957
1378	0.1791875246
1379	0.1791571496
1380	0.1791226296
1381	0.1791097529
1382	0.1790861015
1383	0.1790465541
1384	0.1790200899
1385	0.1789687416
1386	0.1789458121
1387	0.1789236396
1388	0.1788970099
1389	0.1788854291
1390	0.1788571328
1391	0.1788216198
1392	0.1787899647
1393	0.1787652438
1394	0.1787226168
1395	0.1786851974
1396	0.178650692
1397	0.178628284
1398	0.1785940135
1399	0.1785430661
1400	0.1784924992
1401	0.1784715779
1402	0.1784372455
1403	0.1784098623
1404	0.1783885149
1405	0.1783671094
1406	0.1783447841
1407	0.178326099
1408	0.1782992441
1409	0.1782640897
1410	0.1782488284
1411	0.178223969
1412	0.1781811181
1413	0.1781666011
1414	0.1781117463
1415	0.178090174
1416	0.1780542715
1417	0.1780420679
1418	0.1779939681
1419	0.1779709894
1420	0.1779550055
1421	0.1779395478
1422	0.1779185829
1423	0.1778905377
1424	0.1778601679
1425	0.1778228457
1426	0.1778052535
1427	0.1777830737
1428	0.1777612908
1429	0.1777385614
1430	0.1777045077
1431	0.1776778266
1432	0.1776582743
1433	0.1776306393
1434	0.1775884382
1435	0.1775626922
1436	0.1775217913
1437	0.1774878473
1438	0.1774500641
1439	0.1774328034
1440	0.1773988583
1441	0.1773584896
1442	0.1773386962
1443	0.1773120497
1444	0.1772845018
1445	0.1772483624
1446	0.1772223655
1447	0.1771735593
1448	0.1771478522
1449	0.1771338488
1450	0.1770896156
1451	0.1770761104
1452	0.1770394534
1453	0.1769993184
1454	0.1769661604
1455	0.1769330837
1456	0.1769182224
1457	0.1768918418
1458	0.1768779119
1459	0.1768416364
1460	0.1768003601
1461	0.176778748
1462	0.1767602438
1463	0.1767244027
1464	0.1766760158
1465	0.1766598632
1466	0.1765969646
1467	0.1765800499
1468	0.1765531284
1469	0.1765172655
1470	0.1764923776
1471	0.1764757788
1472	0.1764384261
1473	0.1764104006
1474	0.1763692
1475	0.1763325433
1476	0.1763067103
1477	0.1762726378
1478	0.1762449836
1479	0.1762120323
1480	0.1761795531
1481	0.1761506359
1482	0.1761226596
1483	0.1761072296
1484	0.176075106
1485	0.1760476141
1486	0.1760085404
1487	0.1759777845
1488	0.175941339
1489	0.1759036205
1490	0.1758725388
1491	0.1758581189
1492	0.1758313391
1493	0.1758122125
1494	0.1757959882
1495	0.1757818375
1496	0.175755698
1497	0.1756933612
1498	0.1756583438
1499	0.1756312975
